Tournament,Date,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Bell Challenge,2011-09-18 00:00:00,Indoor,Hard,Semifinals,3,Krajicek M.,Zahlavova Strycova B.,Zahlavova Strycova B.,138,75,471,910,1.57,2.25,4-6 3-6 
Bell Challenge,2011-09-18 00:00:00,Indoor,Hard,The Final,3,Zahlavova Strycova B.,Erakovic M.,Zahlavova Strycova B.,75,85,910,813,2.0,1.8,4-6 6-1 6-0
Tashkent Open,2011-09-12 00:00:00,Outdoor,Hard,1st Round,3,Koryttseva M.,Sevastova A.,Sevastova A.,136,76,479,888,2.62,1.44,0-6 6-7 
Tashkent Open,2011-09-12 00:00:00,Outdoor,Hard,1st Round,3,Cirstea S.,Jovanovski B.,Cirstea S.,92,56,733,1083,2.37,1.53,6-3 6-1 
Tashkent Open,2011-09-12 00:00:00,Outdoor,Hard,1st Round,3,Tsurenko L.,Savinykh V.,Savinykh V.,130,133,496,486,1.57,2.25,4-6 3-6 
Tashkent Open,2011-09-12 00:00:00,Outdoor,Hard,1st Round,3,Diatchenko V.,Govortsova O.,Diatchenko V.,131,113,488,619,1.66,2.1,7-6 3-6 6-4
Tashkent Open,2011-09-12 00:00:00,Outdoor,Hard,1st Round,3,Minella M.,Doi M.,Doi M.,162,112,376,620,2.0,1.72,2-6 6-4 4-6
Tashkent Open,2011-09-12 00:00:00,Outdoor,Hard,1st Round,3,Rodina E.,Bremond I.,Rodina E.,90,111,748,632,1.57,2.25,6-3 4-6 6-0
Tashkent Open,2011-09-13 00:00:00,Outdoor,Hard,1st Round,3,Cepelova J.,Radwanska U.,Radwanska U.,226,121,250,569,3.75,1.25,1-6 4-6 
Tashkent Open,2011-09-13 00:00:00,Outdoor,Hard,1st Round,3,Kudryavtseva A.,Dolonts V.,Kudryavtseva A.,64,95,1000,716,1.83,1.83,6-2 7-5 
Tashkent Open,2011-09-13 00:00:00,Outdoor,Hard,1st Round,3,Namigata J.,Birnerova E.,Birnerova E.,181,115,334,606,2.5,1.5,4-6 1-6 
Tashkent Open,2011-09-13 00:00:00,Outdoor,Hard,1st Round,3,Sharipova S.,Georgatou E.,Sharipova S.,594,193,47,312,3.25,1.33,6-4 6-1 
Tashkent Open,2011-09-13 00:00:00,Outdoor,Hard,1st Round,3,Kucova Z.,Larriere V.,Larriere V.,127,262,522,214,1.57,2.25,6-3 4-6 1-6
Tashkent Open,2011-09-13 00:00:00,Outdoor,Hard,1st Round,3,Krunic A.,Farhad K.,Krunic A.,232,1190,243,4,1.06,10.0,6-0 6-1 
Tashkent Open,2011-09-13 00:00:00,Outdoor,Hard,1st Round,3,Rezai A.,Amanmuradova A.,Amanmuradova A.,100,117,690,594,1.72,2.0,4-6 3-6 
Tashkent Open,2011-09-13 00:00:00,Outdoor,Hard,1st Round,3,Daniilidou E.,Parmentier P.,Daniilidou E.,87,62,769,1005,1.72,2.0,7-5 6-1 
Tashkent Open,2011-09-13 00:00:00,Outdoor,Hard,1st Round,3,Voskoboeva G.,Pervak K.,Pervak K.,82,52,827,1145,1.61,2.2,2-6 5-7 
Tashkent Open,2011-09-13 00:00:00,Outdoor,Hard,1st Round,3,Rybarikova M.,Abduraimova N.,Rybarikova M.,72,469,930,76,1.14,5.5,6-7 6-4 6-3
Tashkent Open,2011-09-14 00:00:00,Outdoor,Hard,2nd Round,3,Krunic A.,Cirstea S.,Cirstea S.,232,92,243,733,3.5,1.28,3-6 4-6 
Tashkent Open,2011-09-14 00:00:00,Outdoor,Hard,2nd Round,3,Radwanska U.,Amanmuradova A.,Radwanska U.,121,117,569,594,1.83,1.83,6-7 6-4 6-3
Tashkent Open,2011-09-14 00:00:00,Outdoor,Hard,2nd Round,3,Rodina E.,Birnerova E.,Birnerova E.,90,115,748,606,1.53,2.37,7-6 4-6 1-6
Tashkent Open,2011-09-14 00:00:00,Outdoor,Hard,2nd Round,3,Larriere V.,Rybarikova M.,Larriere V.,262,72,214,930,3.0,1.36,6-4 6-4 
Tashkent Open,2011-09-14 00:00:00,Outdoor,Hard,2nd Round,3,Sevastova A.,Savinykh V.,Savinykh V.,76,133,888,486,1.33,3.25,5-7 6-3 3-6
Tashkent Open,2011-09-14 00:00:00,Outdoor,Hard,2nd Round,3,Daniilidou E.,Doi M.,Daniilidou E.,87,112,769,620,1.4,2.75,7-6 6-4 
Tashkent Open,2011-09-14 00:00:00,Outdoor,Hard,2nd Round,3,Diatchenko V.,Kudryavtseva A.,Kudryavtseva A.,131,64,488,1000,1.8,1.9,1-6 6-2 3-6
Tashkent Open,2011-09-14 00:00:00,Outdoor,Hard,2nd Round,3,Pervak K.,Sharipova S.,Pervak K.,52,594,1145,47,1.06,10.0,6-3 6-3 
Tashkent Open,2011-09-15 00:00:00,Outdoor,Hard,Quarterfinals,3,Savinykh V.,Birnerova E.,Birnerova E.,133,115,486,606,1.66,2.1,4-6 6-4 3-6
Tashkent Open,2011-09-15 00:00:00,Outdoor,Hard,Quarterfinals,3,Pervak K.,Larriere V.,Pervak K.,52,262,1145,214,1.16,5.0,6-1 6-2 
Tashkent Open,2011-09-15 00:00:00,Outdoor,Hard,Quarterfinals,3,Daniilidou E.,Radwanska U.,Radwanska U.,87,121,769,569,2.62,1.44,3-6 6-4 4-6
Tashkent Open,2011-09-15 00:00:00,Outdoor,Hard,Quarterfinals,3,Kudryavtseva A.,Cirstea S.,Kudryavtseva A.,64,92,1000,733,2.0,1.72,7-6 6-4 
Tashkent Open,2011-09-16 00:00:00,Outdoor,Hard,Semifinals,3,Radwanska U.,Pervak K.,Pervak K.,121,52,569,1145,2.25,1.57,2-6 4-6 
Tashkent Open,2011-09-17 00:00:00,Outdoor,Hard,The Final,3,Pervak K.,Birnerova E.,Pervak K.,52,115,1145,606,1.2,4.33,6-3 6-1 
WANLIMA Guangzhou International Women's Open,2011-09-19 00:00:00,Outdoor,Hard,1st Round,3,Chang K.C.,Martic P.,Martic P.,152,55,416,1089,3.75,1.25,4-6 4-6 
WANLIMA Guangzhou International Women's Open,2011-09-19 00:00:00,Outdoor,Hard,1st Round,3,Radwanska U.,Rodionova An.,Radwanska U.,105,125,697,554,1.4,2.75,7-6 6-4 
WANLIMA Guangzhou International Women's Open,2011-09-19 00:00:00,Outdoor,Hard,1st Round,3,Zheng S.,Lertcheewakarn N.,Lertcheewakarn N.,265,158,210,390,2.62,1.44,5-7 0-6 
WANLIMA Guangzhou International Women's Open,2011-09-20 00:00:00,Outdoor,Hard,1st Round,3,Hsieh S.W.,Lu J.J.,Hsieh S.W.,215,201,288,311,1.36,3.0,6-0 6-2 
WANLIMA Guangzhou International Women's Open,2011-09-20 00:00:00,Outdoor,Hard,1st Round,3,Craybas J.,Rybarikova M.,Rybarikova M.,117,72,600,944,2.62,1.44,3-6 6-4 2-6
WANLIMA Guangzhou International Women's Open,2011-09-20 00:00:00,Outdoor,Hard,1st Round,3,Luzhanska T.,Jovanovski B.,Luzhanska T.,140,56,460,1083,3.75,1.25,6-3 4-6 7-6
WANLIMA Guangzhou International Women's Open,2011-09-20 00:00:00,Outdoor,Hard,1st Round,3,Sevastova A.,Scheepers C.,Scheepers C.,77,73,917,937,2.25,1.57,5-7 6-1 3-6
WANLIMA Guangzhou International Women's Open,2011-09-20 00:00:00,Outdoor,Hard,1st Round,3,Rezai A.,Zhang S.,Rezai A.,106,123,690,575,1.83,1.83,6-2 7-6 
WANLIMA Guangzhou International Women's Open,2011-09-20 00:00:00,Outdoor,Hard,1st Round,3,Xu Y.F.,Minella M.,Minella M.,382,166,112,367,2.0,1.72,6-2 6-7 0-6
WANLIMA Guangzhou International Women's Open,2011-09-20 00:00:00,Outdoor,Hard,1st Round,3,Bremond I.,Koryttseva M.,Bremond I.,112,138,632,462,2.0,1.72,6-1 6-3 
WANLIMA Guangzhou International Women's Open,2011-09-20 00:00:00,Outdoor,Hard,1st Round,3,Doi M.,Zhao Y.J.,Zhao Y.J.,111,437,640,87,1.36,3.0,4-6 3-6 
WANLIMA Guangzhou International Women's Open,2011-09-20 00:00:00,Outdoor,Hard,1st Round,3,Gajdosova J.,Han X.,Gajdosova J.,34,247,1529,229,1.14,5.5,6-2 6-1 
WANLIMA Guangzhou International Women's Open,2011-09-20 00:00:00,Outdoor,Hard,1st Round,3,Sun S.N.,Diyas Z.,Diyas Z.,343,171,138,354,3.0,1.36,1-6 4-6 
WANLIMA Guangzhou International Women's Open,2011-09-20 00:00:00,Outdoor,Hard,1st Round,3,Kirilenko M.,Bondarenko A.,Kirilenko M.,28,156,1855,404,1.18,4.5,6-4 6-2 
WANLIMA Guangzhou International Women's Open,2011-09-20 00:00:00,Outdoor,Hard,1st Round,3,Brianti A.,Zheng J.,Zheng J.,58,83,1061,826,3.75,1.25,6-7 4-6 
WANLIMA Guangzhou International Women's Open,2011-09-21 00:00:00,Outdoor,Hard,2nd Round,3,Radwanska U.,Chan Y.J.,Radwanska U.,105,143,697,452,1.53,2.37,2-6 6-2 6-2
WANLIMA Guangzhou International Women's Open,2011-09-21 00:00:00,Outdoor,Hard,2nd Round,3,Diyas Z.,Martic P.,Martic P.,171,55,354,1089,4.33,1.2,6-4 2-6 4-6
WANLIMA Guangzhou International Women's Open,2011-09-21 00:00:00,Outdoor,Hard,2nd Round,3,Gajdosova J.,Minella M.,Gajdosova J.,34,166,1529,367,1.11,6.5,4-6 6-2 6-3
